isin,symbol,session_date,open,high,low,close,volume,traded_value
INE002A01018,RELIANCE,2023-01-11,2552.5,2558.0,2521.1,2526.15,5311657.0,13459164952.45
INE002A01018,RELIANCE,2023-01-12,2524.85,2532.5,2465.0,2471.6,8163366.0,20306272476.25
INE002A01018,RELIANCE,2023-01-13,2458.4,2472.9,2434.6,2467.6,9515473.0,23358292572.35
INE002A01018,RELIANCE,2023-01-16,2472.7,2479.65,2427.0,2444.1,6287407.0,15373325638.55
INE002A01018,RELIANCE,2023-01-17,2458.0,2483.0,2450.6,2478.8,4961585.0,12239650262.85
INE002A01018,RELIANCE,2023-01-18,2473.5,2491.1,2460.35,2474.7,6206382.0,15372236749.05
INE002A01018,RELIANCE,2023-01-19,2472.9,2481.15,2456.65,2472.05,5510333.0,13623898939.8
INE002A01018,RELIANCE,2023-01-20,2475.0,2475.0,2437.25,2442.65,6890325.0,16897629055.85
INE002A01018,RELIANCE,2023-01-23,2449.0,2466.2,2425.0,2430.3,5055324.0,12336710126.65
INE002A01018,RELIANCE,2023-01-24,2440.0,2443.65,2387.35,2415.95,7609558.0,18371644661.35
INE002A01018,RELIANCE,2023-01-25,2412.45,2414.7,2380.0,2382.55,5715684.0,13674734133.05
INE002A01018,RELIANCE,2023-01-27,2384.4,2387.35,2311.65,2337.35,11920991.0,27866937052.4
INE002A01018,RELIANCE,2023-01-30,2331.7,2371.9,2301.0,2359.75,10047822.0,23521008144.6
INE002A01018,RELIANCE,2023-01-31,2382.0,2387.65,2341.0,2353.85,10472167.0,24656384337.05
INE002A01018,RELIANCE,2023-02-01,2379.95,2379.95,2305.0,2339.9,8929007.0,20995229704.3
INE002A01018,RELIANCE,2023-02-02,2318.0,2348.0,2311.0,2326.95,6305317.0,14659321464.4
INE002A01018,RELIANCE,2023-02-03,2349.0,2349.0,2293.0,2329.0,11398850.0,26432510094.95
INE002A01018,RELIANCE,2023-02-06,2315.0,2321.0,2305.8,2311.45,6847679.0,15831318495.45
INE002A01018,RELIANCE,2023-02-07,2312.0,2327.4,2293.0,2305.9,6985001.0,16151225520.2
INE002A01018,RELIANCE,2023-02-08,2313.0,2359.9,2307.0,2351.95,9765490.0,22899822662.1
INE002A01018,RELIANCE,2023-02-09,2353.45,2370.85,2334.0,2356.05,6079228.0,14316005705.25
INE002A01018,RELIANCE,2023-02-10,2354.9,2354.9,2321.3,2336.65,4979789.0,11611724209.05
INE002A01018,RELIANCE,2023-02-13,2340.2,2350.0,2313.55,2323.35,4777674.0,11100881219.9
INE002A01018,RELIANCE,2023-02-14,2329.95,2381.9,2323.65,2378.1,6609564.0,15635420227.95
INE002A01018,RELIANCE,2023-02-15,2376.0,2437.2,2373.0,2431.95,15461902.0,37379921255.85
INE002A01018,RELIANCE,2023-02-16,2449.45,2463.8,2425.05,2430.05,7967558.0,19483314957.8
INE002A01018,RELIANCE,2023-02-17,2420.0,2447.5,2410.6,2440.2,5450092.0,13260980980.85
INE002A01018,RELIANCE,2023-02-20,2445.0,2449.75,2410.1,2414.4,4078245.0,9908416474.3
INE002A01018,RELIANCE,2023-02-21,2424.0,2446.8,2412.35,2434.1,6143298.0,14916458652.9
INE002A01018,RELIANCE,2023-02-22,2425.95,2430.0,2375.05,2378.9,5087729.0,12188888236.7
INE002A01018,RELIANCE,2023-02-23,2378.0,2394.75,2361.35,2367.5,4546655.0,10807833963.95
INE002A01018,RELIANCE,2023-02-24,2372.0,2396.15,2368.0,2383.7,4353814.0,10368796539.4
INE002A01018,RELIANCE,2023-02-27,2382.0,2389.65,2351.7,2367.85,5168667.0,12230093429.05
INE002A01018,RELIANCE,2023-02-28,2356.1,2367.0,2313.65,2322.55,10150245.0,23690436663.8
INE002A01018,RELIANCE,2023-03-01,2344.0,2345.5,2323.25,2343.9,5330852.0,12456284409.25
INE002A01018,RELIANCE,2023-03-02,2337.0,2351.65,2321.6,2326.05,4307425.0,10051732048.9
INE002A01018,RELIANCE,2023-03-03,2349.15,2393.45,2341.55,2385.4,6758115.0,15994200481.7
INE002A01018,RELIANCE,2023-03-06,2400.0,2424.6,2400.0,2408.7,4694338.0,11324034037.1
INE002A01018,RELIANCE,2023-03-08,2408.7,2419.0,2385.0,2417.35,7283694.0,17532425276.0
INE002A01018,RELIANCE,2023-03-09,2416.0,2416.9,2355.1,2359.25,7492509.0,17810328720.9
INE002A01018,RELIANCE,2023-03-10,2341.5,2344.0,2315.05,2322.7,6153681.0,14301540668.5
INE002A01018,RELIANCE,2023-03-13,2329.0,2344.0,2275.0,2284.5,5894088.0,13601904297.45
INE002A01018,RELIANCE,2023-03-14,2280.0,2304.95,2269.05,2275.95,7396699.0,16904904240.65
INE002A01018,RELIANCE,2023-03-15,2284.1,2298.3,2227.4,2237.05,10027725.0,22695925219.15
INE002A01018,RELIANCE,2023-03-16,2243.0,2254.0,2202.2,2225.9,8474595.0,18894758462.15
INE002A01018,RELIANCE,2023-03-17,2244.75,2251.95,2212.7,2223.1,15697554.0,34943597049.6
INE002A01018,RELIANCE,2023-03-20,2215.0,2220.0,2180.0,2201.25,9010595.0,19770027745.25
